query,prediction,ground_truth,f1_score,exact_match,similarity_score,sas_score
উচ্চ শুল্ক দ্বারা কী সুরক্ষিত ছিল?  ,"

একটি উন্নয়নশীল উত্পাদন খাত। মেলবোর্নকে কেন্দ্র করে",উলের,0.0,0,0.5628809928894043,0.6559162139892578
"1863 সালে, কেন আদিবাসী জনসংখ্যা হ্রাস পাচ্ছিল?  ","

রোগগুলি, বিশেষত চঞ্চল, সীমান্তের সহিংসতা এবং তাদ","ুলি, বিশেষত চঞ্চল, সীমান্তের সহিংসতা এবং তাদের জমি থেকে বহিষ্কারের ",0.588235294117647,0,0.6799876689910889,0.8483687043190002
কোন বছরে সোনার ভিড় বেশি ছিল?  ,"

১৮৬০০ স",১৮৬০০ ,0.6666666666666666,0,0.9778012633323669,0.8950429558753967
1860 সালের দিকে ভিক্টোরিয়ার অন্যতম প্রধান কৃষি পণ্য কোনটি ছিল?  ,"

উলের,",উলের,1.0,1,0.9825019836425781,0.9210373759269714
বিশেষত কোন রোগের ফলে আদিবাসী জনসংখ্যা হ্রাস অব্যাহত রেখেছে?  ,"

চঞ্চল,",বন্দর ,0.0,0,0.7290871739387512,0.771439254283905
আদিবাসী জনসংখ্যা 1863 দ্বারা কোন অনুমান শতাংশ দ্বারা হ্রাস পেয়েছে?  ,"

৮০% মোট হ",৮০% ম,0.4,0,0.9903188943862915,0.8917500972747803
অস্ট্রেলিয়ার ভিক্টোরিয়া রাজ্যের সর্বাধিক জনবহুল শহর কোনটি?  ,"

মেলবোর্ন / ৯,৯০০ কিলোমিটার ২ ৩,৮০০ বর্গ মাইল ব",মেলবোর্ন / ,0.2222222222222222,0,0.7442641258239746,0.7548208832740784
মেট্রোপলিস কোথায়?  ,"

অস্ট্রেলিয়া রাজ্যের ভিক্টোরিয়ার রাজধানী এবং সর্বাধিক",পোর্ট ফিলিপের বৃহত প্রাকৃতিক উপসাগরে ,0.0,0,0.8593381643295288,0.6718767285346985
মেলবোর্নের বাসিন্দাদের কী বলা হয়?  ,"

মেলবার্নিয়ান্স ব",  ,0.0,0,0.5636962652206421,0.0
ভিক্টোরিয়ার রাজধানী কোন শহর?  ,"

মেলবোর্ন / ৯,৯০০ কিলোমিটার ২ ৩,৮০০ বর্গ মাইল ব",মেলবোর্ন / ,0.2222222222222222,0,0.7442641258239746,0.7548208832740784
ভিক্টোরিয়ার সবচেয়ে জনবহুল শহর কোন শহর?  ,"

মেলবোর্ন / ৯,৯০০ কিলোমিটার ২ ৩,৮০০ বর্গ মাইল ব",মেলবোর্ন / ,0.2222222222222222,0,0.7442641258239746,0.7548208832740784
মেলবোর্ন কতটি পৌরসভা নিয়ে গঠিত?  ,"

৩১ ট",  ,0.0,0,0.5146995186805725,0.0
২০১৩ সালে মেলবোর্নের জনসংখ্যা কত ছিল?  ,"

৪,৩৭,,৯৫৫ জন এ","৪,৩৭,,৯৫৫ জ",0.4,0,0.9909129738807678,0.8373322486877441
মেলবোর্নের বাসিন্দাদের কী বলা হয়?  ,"

মেলবার্নিয়ান্স ব",  ,0.0,0,0.5636962652206421,0.0
মারাত্মক হতাশা কখন মেলবোর্ন শহরে আঘাত হানে?  ,"

১৮৮০ এর দশকের গোড়ার দিকে",১৮৮০ এ,0.2857142857142857,0,0.9323989152908325,0.7803732752799988
মেলবোর্নে নতুন নির্মাণ কবে শুরু হয়েছিল?  ,"

১৮৯০ এর দশকের শেষভাগ পর্যন্ত",১৮৮০ এর দশকের গোড়ার দিকে ন,0.3636363636363636,0,0.8621435761451721,0.8205364942550659
অস্ট্রেলিয়ায় কখন ব্যাংকিংয়ের সংকট ছিল?  ,"

১৮৯৩-এর",১৮৯৩-এর ,1.0,1,1.0,0.9999999403953552
কোন দশকে মেলবোর্ন মারাত্মক অর্থনৈতিক মানসিক চাপে পড়েছিলেন?  ,"

১৮৮০ এর দশকের গোড়ার দিকে",১৮৮০ এর দশকের গোড়ার দিকে ন,0.9090909090909092,0,0.9816176295280457,0.960919201374054
"1890-এর দশকে মেলবোর্নে হতাশার সময় কতগুলি ""স্থল ব্যাংক"" এবং বিল্ডিং সোসাইটি ভেঙে পড়ে?  ","

১৩৩ ট",১  ,0.0,0,0.7089297771453857,0.7044813632965088
1890 এর দশকে মেলবোর্নে হতাশার সময় কতগুলি সীমাবদ্ধ সংস্থাগুলি তরলবলে যায়?  ,"

১৩৩ ট",১  ,0.0,0,0.7089297771453857,0.7044813632965088
মেলবোর্ন আর্থিক সংকট 1893 সালে কোন ব্যাংকিং সংকট একটি অবদান কারণ ছিল?  ,"

অস্ট্রেলিয়ান ব্যাংকিং সংকটে",অস্ট্রেলিয়ান অ,0.4,0,0.6916177868843079,0.7902279496192932
১৮৯০ এর দশকের গোড়ার দিকে মেলবোর্নে হতাশার পরে নতুন নির্মাণ কবে নতুনভাবে শুরু হয়েছিল?  ,"

১৮৯০-এর দশকের অস্ট্রেলিয়ান অর্থনৈতিক মানসিক চাপ এ�",১৮৮০ এর দশকের গোড়ার দিকে ন,0.1538461538461538,0,0.5307830572128296,0.7907570004463196
ইয়ারার দক্ষিণ তীরে প্রতিষ্ঠিত বস্তিগুলিকে কোন পদ দেওয়া হয়?  ,"

তাঁবু শহর""","তাঁবু শহর"" ",1.0,1,0.9999999403953552,1.0
মেলবোর্ন চিনাটাউন কোন সালে প্রতিষ্ঠিত হয়েছিল?  ,"

১৮৫১ স",১৮৫১ স,1.0,1,1.0000001192092896,0.9999999403953552
কোন নৃগোষ্ঠী আন্তঃদেশীয় এবং বিদেশী অভিবাসীদের মেলবোর্নে আগমনকে অবদান রেখেছিল?  ,"

আইরিশ, জার্মান এবং চীনারা","আইরিশ, জার্মান এবং চীনারা ",1.0,1,1.0000001192092896,1.0
পশ্চিমা বিশ্বের দীর্ঘতম নিরবচ্ছিন্ন চীনা বসতি কোন সম্প্রদায়ের?  ,"

চীনা অভিবাসীরা ১৮৫১ স",মেলবোর্ন চিনাটাউন প,0.0,0,0.4992232024669647,0.6228229403495789
কোন শতাব্দীর দ্বিতীয়ার্ধে বার্ক এবং উইলস অভিযান অভিবাসন প্রবাহের ইঙ্গিত দিয়েছিল?  ,"

উনিশ শতকের দ্বিতীয়ার্ধে",উনিশ শতকের দ্বিতীয়ার্ধে ,1.0,1,1.0000001192092896,1.0
মেলবোর্নে কোন টেলিফোন এক্সচেঞ্জ প্রতিষ্ঠিত হয়?  ,"

১৮৮০ স",১৮৮০ স,1.0,1,1.0,1.0
পূর্ব মার্কেটে প্রথম বৈদ্যুতিক আলো কখন ইনস্টল করা হয়েছিল?  ,"

১৮৮১ স",১৮৮০ স,0.5,0,0.861029326915741,0.9792101383209229
মেলবোর্ন তারের ট্রামওয়ে সিস্টেমের প্রথম লাইনটি কোন সালে নির্মিত হয়েছিল?  ,"

১৮৮৫ স",১৮৮০ স,0.5,0,0.7808429002761841,0.974173903465271
1880 সালের মেলবোর্ন আন্তর্জাতিক প্রদর্শনীটি কোন ভবনে অনুষ্ঠিত হয়েছিল?  ,"

বৃহত উদ্দেশ্য-নির্মিত নির্মিত প্রদর্শনী ভবনে",প্রদর্শনী দিয়ে ,0.2857142857142857,0,0.8388338685035706,0.7992653250694275
মেলবোর্নের রেকর্ডের সর্বনিম্ন তাপমাত্রাটি কোন তারিখে হয়েছিল?  ,"

২১ জুলাই ১৮৬৯",২১ জুলাই ১৮৬৯  ,1.0,1,1.0,1.0
অস্ট্রেলিয়ার দীর্ঘতম টাওয়ারটি কী?  ,"

রিয়াল্টো টাওয়ার,","ইউরেকা টাওয়ার, ",0.5,0,0.8862288594245911,0.8612041473388672
মেলবোর্নের দ্বিতীয় লম্বা কোন টাওয়ার?  ,"

রিয়াল্টো টাওয়ার,",রিয়াল্টো ট,0.5,0,0.8706748485565186,0.8647019863128662
রিয়াল্তোর পর্যবেক্ষণ ডেক বর্তমানে চালু বা বন্ধ আছে?  ,"

বন্ধ হয়ে গেছে।",বদ্ধ ক,0.0,0,0.8207926154136658,0.6345904469490051
মেলবোর্নের কোন তীরে ইউরেকা টাওয়ার অবস্থিত?  ,"

দক্ষিণ ব্যাংককে",দক্ষিণ ব্যাংককে ,1.0,1,1.0000001192092896,1.0
পুরানো সিবিডির সবচেয়ে উঁচু বিল্ডিং কোন বিল্ডিং?  ,"

ইউরেকা টাওয়ার,","রেকা টাওয়ার, ",0.5,0,0.9056299924850464,0.8862566351890564
মেলবোর্ন কোন অঞ্চলে উল্লেখযোগ্য আন্তর্জাতিক বিনিয়োগ উত্সর্গ করেছে?  ,"

শিল্প ও সম্পত্তির বাজারে",শিল্প ও সম্পত্তির বাজারে ,1.0,1,1.0000001192092896,1.0
শহরগুলির অভ্যন্তরীণ নগরীর পুনর্নবীকরণ কোন অঞ্চলে ঘটেছে?  ,"

দক্ষিণব্যাঙ্ক, পোর্ট মেলবোর্ন, মেলবোর্ন ডকল্যান্ডস �","্ষিণব্যাঙ্ক, পোর্ট মেলবোর্ন, মেলবোর্ন ডকল্যান্ডস এবং আরও সম্প্রতি, দক্ষিণ ওয়ার্ফের ",0.5333333333333333,0,0.882574737071991,0.8419523239135742
মেলবোর্ন কত সালে সর্বোচ্চ জনসংখ্যা বৃদ্ধি এবং অর্থনৈতিক বৃদ্ধি বজায় রেখেছিল?  ,"

২০০৪ স",তির ব,0.0,0,0.9098552465438843,0.7529411315917969
মেলবোর্নে আবাসনগুলির জন্য উচ্চ চাহিদা কী উত্পাদন করছে?  ,"

উচ্চ জনসংখ্যা বৃদ্ধির অভিজ্ঞতা অর্জন করছে,",উচ্চ জনসংখ্যা বৃদ্ধির ,0.6666666666666666,0,0.8929539322853088,0.8167843818664551
হাউজিং বুম বাড়ির দাম এবং ভাড়া নিয়ে কী প্রভাব ফেলেছে?  ,"

সমস্ত ধরণের আবাসনের প্রাপ্যতা বৃদ্ধি করেছে।",বৃদ্ধির অ,0.0,0,0.6192368268966675,0.7275922894477844
মেলবোর্নের কোন শহরতলিতে সাম্প্রতিক বছরগুলিতে উল্লেখযোগ্য ব্রাউনফিল্ডগুলির পুনর্নবীকরণ দেখা গেছে?  ,"

মহকুমা নিয়মিতভাবে মেলবোর্নের বাইরের অঞ্চলে",মধ্য এবং বাইরের রিং শ,0.2,0,0.7163870334625244,0.7007770538330078
মেলবোর্ন নীতিগুলি কোন ধরণের শহরতলির উন্নয়নের প্রচার করেছিল?  ,"

বিকাশকারী বাড়ি এবং জমি প্যাকেজ সরবরাহ করে।",মাঝারি ঘনত্ব এবং উচ্চ-ঘনত্ব ব,0.1666666666666666,0,0.44611918926239014,0.6453021168708801
মেলবোর্ন কে সম্মানের জন্য নামকরণ করা হয়েছিল?  ,"

উইলিয়াম ল্যাম্বের ২ য় ভিসকাউন্ট মেলবোর্নের স",৪। সালের ব্রিটিশ প্রধানমন্ত্রী উইলিয়াম ল্যাম্বের ২ য় ভিসকাউন্ট মেলবোর্নের ,0.7058823529411764,0,0.6228748559951782,0.8616659045219421
মেলবোর্ন কোন বছর সরকারীভাবে একটি শহর ঘোষণা করা হয়েছিল?  ,"

১৮৪৭৪ স",১৮৩৫ স,0.5,0,0.9660910964012146,0.9181823134422302
কোন বছরে মেলবোর্ন দেশগুলির অন্তর্বর্তীকালীন সরকার হিসাবে কাজ করা বন্ধ করে দিয়েছিল?  ,"

১৯২ ১৯ স",১৮৩৭৩ ,0.0,0,0.8527151942253113,0.6877835392951965
1851 সালে মেলবোর্ন কোন উপনিবেশের রাজধানী হয়েছিল?  ,"

নিউ সাউথ ওয়েলসের উপনিবেশ থেকে মুক্ত বসতি স্থাপনকার",ভিক্টোরিয়ার ,0.0,0,0.7454028129577637,0.6511964797973633
কোন বছরে মেলবোর্ন কার্বন নিঃসরণকে নেট শূন্যে হ্রাস করার লক্ষ্য নির্ধারণ করেছিল?  ,"

২০০২ স",২০০২ স,1.0,1,1.0,1.0
কোন বছর মেলবোর্ন সম্পূর্ণরূপে কার্বন নিরপেক্ষ হওয়ার ইচ্ছা প্রকাশ করেছিল?  ,"

২০০২ স",২০০২ ,0.6666666666666666,0,0.9726026654243469,0.8794549107551575
কোন শহরটি ২০০৯ সালে উল্লেখযোগ্যভাবে কার্বন নিরপেক্ষ হয়ে উঠেনি?  ,"

গ্লেন আইরা উ",গ্লেন আইরা উল্লে,0.6666666666666666,0,0.9850960373878479,0.9151185750961304
মেলবোর্নের কি বিশ্বের বৃহত্তম বা ক্ষুদ্রতম কার্বন পদচিহ্ন রয়েছে?  ,"

বৃহত্তম নগর পদচিহ্ন রয়েছে,",বৃহত্তম ন,0.3333333333333333,0,0.8027687072753906,0.7807502150535583
মেলবোর্নে দূষণ নিয়ন্ত্রণে দায়িত্বে কে?  ,"

ইপিএ ভিক্টোরিয়া এবং বেশ কয়েকটি স্থানীয় কাউন্সিল",ইপিএ ভিক্টোরিয়া এবং বেশ কয়েকটি স্থানীয় কাউন্সিলের ,0.8571428571428571,0,0.9983788132667542,0.9706465601921082
1889 সালে রিয়াল্টো বিল্ডিং কে ডিজাইন করেছিলেন?  ,"

উইলিয়াম পিট ড",উইলিয়াম পিট ড,1.0,1,1.0,1.0
1890 সালে উইনফিল্ড বিল্ডিং কে ডিজাইন করেছিলেন?  ,"

চার্লস ডি ইব্রো এবং রিচার্ড স্পিড",চার্লস ডি ইব্রো এবং রিচার্ড স্পিড - ,1.0,1,0.9898771643638611,0.9709427952766418
২০১৪ সালের জানুয়ারিতে কোন ভবনটি বিশ্বের ১৩ তমতম আবাসিক ভবন হিসাবে তালিকাভুক্ত হয়েছিল?  ,"

ইউরেকা টাওয়ার ২০০৬ স", টাওয়ার ১,0.3333333333333333,0,0.6954113841056824,0.8032283186912537
ইউরেকা টাওয়ারটি কোন বছরে শেষ হয়েছিল?  ,"

২০১৪ স",২০১২ স,0.5,0,0.9723194241523743,0.9432436227798462
অস্ট্রেলিয়ার অন্যান্য স্কাইলাইনের ক্ষেত্রে মেলবোর্নের আকাশ লাইনের অবস্থান কীভাবে?  ,"

দ্বিতীয় বৃহত্তম করেছে।",দ্বিতীয় বৃহত্তম ক,0.6666666666666666,0,0.9356897473335266,0.8474122285842896
তাসমানিয়া আগে কি নামে পরিচিত ছিল?  ,"

ভ্যান ডায়মেনস ল্যান্ডে",ভ্যান ডায়মেনস ল্যান্ডে ,1.0,1,0.9999999403953552,1.0
বর্তমান মধ্য এবং উত্তর মেলবোর্ন কার দ্বারা অনুসন্ধান করা হয়েছিল?  ,"

ফিলিপ অ্যাসোসিয়েশনের একজন শীর্ষস্থানীয় জন জন ব্যাট",জন ব্যাটম্যান অ,0.2,0,0.8594518303871155,0.7176673412322998
জন ব্যাটম্যান কত একর কেনার দাবি করেছিলেন?  ,"

৬০০০০,০০০ একর কেনার বিষয়ে","০০,০০০ এ",0.0,0,0.8165278434753418,0.7440475821495056
জন ব্যাটম্যান কয়টি প্রবীণদের সাথে আলোচনা করেছেন বলে দাবি করেছেন?  ,"

৬০০০০,০০০ একর কেনার বিষয়ে",টি ,0.0,0,0.5019840598106384,0.6399884223937988
ব্যাটম্যান কোন তারিখে মেলবোর্নে পৌঁছেছিলেন?  ,"

১৮৩৫ সালের ১৫ আগস্ট ই",২ সেপ্টেম্বর উপস্থি,0.0,0,0.7845413684844971,0.6850237846374512
স্থানীয়ভাবে কী অস্ট্রেলিয়ান স্বপ্ন হিসাবে পরিচিত?  ,"

কোয়ার্টার একর বাড়ি এবং বাগান'",র্টার একর বাড়ি এবং বাগান' ,0.8000000000000002,0,0.9909027814865112,0.937855064868927
কোন বছর বেসরকারী অটোমোবাইলের জনপ্রিয়তা বৃদ্ধি শুরু হয়েছে?  ,"

১৯৪৫ স",১৯৪৫ স,1.0,1,1.0,1.0
"ডকল্যান্ডস, সেন্ট কিল্ডা রোড এবং দক্ষিণব্যাঙ্ক অঞ্চলগুলিতে কি উচ্চ ঘনত্ব বা কম ঘনত্বের ফর্ম রয়েছে?  ","

উচ্চ ঘনত্বের ফর্ম রয়েছে",্ন ঘনত্বের ,0.3333333333333333,0,0.9289059638977051,0.7863157391548157
মেলবোর্নের মেট্রোপলিটন অঞ্চলটির বেশিরভাগ অংশটি কি কম ঘনত্বের ছড়িয়ে পড়া বা উচ্চ ঘনত্বের ছড়িয়ে পড়ে?  ,"

নিম্ন ঘনত্বের ছড়িয়ে পড়া ব", ঘনত্বের ছ,0.2857142857142857,0,0.9545958042144775,0.7908638119697571
"যখন ভিক্টোরিয়া একটি পৃথক উপনিবেশ হিসাবে প্রতিষ্ঠিত হয়েছিল, তখন এর প্রয়োজন কী হয়েছিল?  ","

পাবলিক ভবনের",পাবলিক ভবনের প,0.8,0,0.9800598621368408,0.9383209347724915
"পার্লামেন্ট হাউস, ট্রেজারি বিল্ডিং, ভিক্টোরিয়া ব্যারাকস, স্টেট লাইব্রেরি এবং জেনারেল পোস্ট অফিস কোন দুই দশকের মধ্যে শুরু হয়েছিল?  ","

১৮৫০ এবং ১৮৬০ এর দশকে",১৮৫০ এবং ১৮৬০ এর দশকে ,1.0,1,0.9999998211860657,1.0
মেলবোর্নের আগাছা কোন ঘটনার অংশ ছিল?  ,"

প্রতিষ্ঠার হিল এবং পরবর্তীকালে পাবলিক ভবনের প্রয়োজ",সোনার ভিড় দ,0.0,0,0.8342055082321167,0.6561781764030457
কোন লেখকের উত্সব মেলবোর্নে?  ,"

মেলবোর্ন রাইটার্স ফেস্টিভ্যাল।",মেলবোর্ন রাইটার্স ফেস্টিভ্যাল। ,1.0,1,1.0,1.0
"দান রহস্য একটি হ্যানসোম ক্যাব, বানর গ্রিপ এবং স্লাপ কী ধরণের কাজ?  ","

উপন্যাসগুলির",উপন্যাসগু,0.0,0,0.9638330340385437,0.8386608958244324
"দ্য মিস্ট্রি অফ আ হ্যানসোম ক্যাব, মনি গ্রিপ এবং স্ল্যাপের উপন্যাসগুলি কী মিল আছে?  ","

মেলবোর্নের উল্লেখযোগ্য লেখক এবং কবিদের মধ্যে",মেলবোর্নের সমৃদ্,0.25,0,0.5638390779495239,0.7125072479248047
"পিটার কেরি, জার্মেইন গ্রেয়ার এবং থমাস ব্রাউন কোথা থেকে এসেছেন?  ","

মেলবোর্নের",মেলবোর্নের ,1.0,1,1.0000001192092896,1.0
"পিটার কেরি, জার্মেইন গ্রেয়ার এবং টমাস ব্রাউনয়ের কী দখল?  ","

উল্লেখযোগ্য লেখকদের উত্সব রয়েছে, বিশেষত মেলব�", এবং বিশ্,0.0,0,0.4691348671913147,0.6333895325660706
1885 সালে মেলবোর্ন সফরের সময় জর্জ অগাস্টাস হেনরি সালা কোন বাক্যটি তৈরি করেছিলেন?  ,"

""মার্ভেলিয়াস মেলবোর্ন"" শ","াস মেলবোর্ন"" ",0.4,0,0.941394031047821,0.8310352563858032
কোন বছরে ল্যান্ড বুম উন্নয়নের শীর্ষে পৌঁছেছিল?  ,"

১৮৮৮ স",১৮৮৫ স,0.5,0,0.9662653207778931,0.9838318824768066
কোন বছরে একটি জলবাহী সুবিধা প্রতিষ্ঠিত হয়েছিল?  ,"

১৮৮৭ স",১৮৮৫ স,0.5,0,0.969785749912262,0.9851579666137695
এপিএ বিল্ডিং কোন বছরে সমাপ্ত হয়?  ,"

১৮৮৯ স",১৮৮৫ স,0.5,0,0.8394268751144409,0.9806686639785767
মেলবোর্নের হাইড্রোলিক সুবিধাগুলি কী উচ্চ-বৃদ্ধি বিকাশ ঘটাতে সাহায্য করেছিল?  ,"

লিফটগুলির স্থানীয় উত্পাদনের অনুমতি দেওয়া হয়ে",লিশ স,0.0,0,0.7939032912254333,0.6342929601669312
মেলবোর্ন কার মতে বিশ্বের সবচেয়ে জীবন্ত শহর?  ,"

গোয়েন্দা ইউনিট অ",অর্থনীতিবিদ গোয়েন্দা ইউনিট অ,0.8571428571428571,0,0.8353157639503479,0.8799185156822205
কত বছর ধরে মেলবোর্নকে বিশ্বের সবচেয়ে জীবিত শহর হিসাবে বিবেচনা করা হচ্ছে?  ,"

২০১৫ স",টানা পঞ্চম বছরের ,0.0,0,0.7338935136795044,0.6622774004936218
কোন শহর অস্ট্রেলিয়ার সাংস্কৃতিক রাজধানী হিসাবে পরিচিত?  ,"

মেলবোর্ন শ",মেলবোর্ন শ,1.0,1,0.9999998807907104,1.0
অস্ট্রেলিয়ান সমসাময়িক নৃত্যের একটি উদাহরণ কী?  ,"

মেলবোর্ন সাফেলের",মেলবোর্ন শিক্ষা,0.5,0,0.8206270337104797,0.84670090675354
বেটার এডুকেশন র‌্যাঙ্কিং অনুসারে অস্ট্রেলিয়ায় শীর্ষ বিশটি হাই স্কুলগুলির মধ্যে কতটি মেলবোর্নে অবস্থিত?  ,"

ছয়টি মেলবোর্নে অবস্থিত।",ছয়টি ,0.5,0,0.909771740436554,0.7044306397438049
"রয়্যাল মেলবোর্ন ইনস্টিটিউট অফ টেকনোলজি অনুসারে, ২০০৮ সালে মেলবোর্ন কীভাবে শীর্ষ বিশ্ববিদ্যালয় শহর হিসাবে স্থান পেয়েছিল?  ","

লন্ডন, বোস্টন এবং টোকিওর পরে ২০০৮ সালে মেলবোর্নকে",চতুর্থ শ,0.0,0,0.6405202746391296,0.5989264249801636
মেলবোর্নে কতটি সরকারী বিশ্ববিদ্যালয় রয়েছে?  ,"

সাতটি প",সারে ,0.0,0,0.6848251819610596,0.7373636960983276
মেলবোর্ন বিশ্ববিদ্যালয় কি কোনও সরকারী বা বেসরকারী প্রতিষ্ঠান?  ,"

মেলবোর্ন বিশ্ববিদ্যালয়, মোনাশ বিশ্ববিদ্যালয়, রয়ে",প্রযুক্তি ,0.0,0,0.475960910320282,0.6417513489723206
মেলবোর্নে অধ্যয়নরত আন্তর্জাতিক শিক্ষার্থীদের মধ্যে কি সাম্প্রতিক বৃদ্ধি বা হ্রাস ঘটেছে?  ,"

বৃদ্ধি পেয়েছে।",দ্রুত বৃদ্ধি প,0.4,0,0.9132327437400818,0.7219389081001282
কোন বছরে মেলবোর্ন সিবিডি-তে উচ্চতা সীমা তোলা হয়েছিল?  ,"

১৯৫৮ স",১৯৫৮ স,1.0,1,0.9999999403953552,0.9999999403953552
মেলবোর্নের প্রথম নতুন ইনডোর মল কোনটি?  ,"

চডস্টোন শপিং সেন্টার",চডস্টোন শপিং সেন্টার দ,0.8571428571428571,0,0.9784256815910339,0.9487464427947998
বুম যুগ থেকে বৃহত্তর উপশহর মেনশিয়াদের অনেকের কী হয়েছিল?  ,"

ধ্বংস বা উপ-বিভাগিত।",ধ্বংস বা আংশিকভাবে ফ,0.5714285714285715,0,0.9438458681106567,0.7955524921417236
কোন দুটি অঞ্চল যুদ্ধোত্তর পরে একটি গুরুত্বপূর্ণ পুনর্নবীকরণ দেখেছিল এবং শহরটিকে উল্লেখযোগ্যভাবে আধুনিকায়ন করেছিল?  ,"

সিবিডি এবং সেন্ট কিল্ডা রোডের",সিবিডি এবং সেন্ট কিল্ডা রোডের ,1.0,1,1.0,1.0
দক্ষিণ গোলার্ধে অনুষ্ঠিত প্রথম অলিম্পিক গেমসের জন্য মেলবোর্ন কোন বছরে আয়োজক শহর ছিল?  ,"

১৯৫৬ গ",১৯৫৬ গ,1.0,1,1.0,0.9999999403953552
"মেলবোর্ন কোন তিন বছরে ""ওয়ার্ল্ডস আলটিমেট স্পোর্টস সিটি"" ঘোষণা করেছিলেন?  ","

২০০, ২০০৮ এবং ২০১০ স",২০০ ২০০৯ থেকে ২০০৯ ,0.2222222222222222,0,0.9433826804161072,0.774268388748169
২০০৮ সালে জাতীয় ক্রীড়া জাদুঘরটি আবার কোথায় চালু হয়েছিল?  ,"

অলিম্পিক স্ট্যান্ডে",অলিম্পিক গেমস দক্ষিণ ,0.4,0,0.6776852011680603,0.835662841796875
অলিম্পিক গেমসের আয়োজক শহরটি এখন পর্যন্ত দক্ষিণের শহর?  ,"

মেলবোর্ন এ",মেলবোর্ন ১,0.5,0,0.9074624180793762,0.9263876080513
শহরটির জন্য প্রথম পরিকল্পনাটি কোন বছরে চালু হয়েছিল?  ,"

১৮৩৭৩৭ স",১৮৩৬৩৬ ,0.0,0,0.9573845863342285,0.8862723708152771
1837 সালে শহরের জন্য প্রথম পরিকল্পনাটি কী বলা হয়েছিল?  ,"

হডডল গ্রিডের জন্য",হডডল গ্রিডের ,0.8,0,0.9907873272895813,0.9017362594604492
অফিসিয়াল সাধারণ ডাকঘরটি কোন তারিখে খোলা হয়েছিল?  ,"

১৩ এপ্রিল বন্দোবস্তের সাধারণ ডাকঘর আনুষ্ঠানিকভাবে নাম",১৩ এপ্রিল বন্দোব,0.4,0,0.9170517325401306,0.7836441993713379
অস্ট্রেলিয়ার অন্যান্য শহরগুলির তুলনায় মেলবোর্ন কি 2000-এর দশকের শেষের আর্থিক সঙ্কট দ্বারা আরও কম প্রভাবিত হয়েছিল?  ,"

কর্মসংস্থান ত",কম ক্ষতিগ্রস্থ হ,0.0,0,0.8173049688339233,0.7101033926010132
2000-এর দশকের শেষের দিকে আর্থিক সঙ্কটের সময় মেলবোর্নের কোন বাজার দৃ strong় ছিল এবং historতিহাসিকভাবে উচ্চ সম্পত্তির দাম এবং ভাড়া বৃদ্ধি পেয়েছিল?  ,"

মেলবোর্ন @ পাঁচ মিলিয়ন কৌশলের",সম্পত্তি বাজার দ,0.0,0,0.4712878465652466,0.6075159907341003
"মেলবোর্নের পরে, ২০০৯ সালে পরবর্তী দুটি দ্রুত বর্ধমান অস্ট্রেলিয়ান শহরগুলি কোনটি ছিল?  ","

ব্রিসবেন এবং পার্থ ম",ব্রিসবেন এবং পার্থ ম,1.0,1,1.0,1.0
২০০৮ সালে সংশোধিত মেলবোর্নের জনসংখ্যার কৌশলটির নাম কী?  ,"

মেলবোর্ন @ পাঁচ মিলিয়ন কৌশলের",মেলবোর্ন @ পাঁচ মিলিয়ন কৌশলের ,1.0,1,0.9999998211860657,1.0
বড় চারটি ব্যাংকের মধ্যে দুটি সদর দফতর মেলবোর্নে রয়েছে?  ,"

এনএবি এবং এএনজেড স",এনএবি এবং এএনজেড স,1.0,1,1.0000001192092896,1.0
অস্ট্রেলিয়ার দ্বিতীয় বৃহত্তম শিল্প কেন্দ্রটি কোন শহর?  ,"

মেলবোর্ন এ",মেলবোর্ন এ,1.0,1,1.0000001192092896,1.0
কোন দক্ষিণ-পূর্বাঞ্চলীয় শহরতলিতে নিন্টেন্ডোর অস্ট্রেলিয়ান সদর দফতর রয়েছে?  ,"

স্কোরস্বাইয়ের",  ,0.0,0,0.6322007775306702,0.0
মেলবোর্ন কোন অটো প্রস্তুতকারকের জন্য গবেষণা এবং বিকাশের কেন্দ্রস্থল?  ,"

ফোর্ড অস্ট্রেলিয়া",রটি অস্ট্রেলিয়ার ,0.0,0,0.976908802986145,0.8928385972976685
মেলবোর্নের অভ্যন্তরীণ শহরতলির বিন্যাসটি কোন দুই দশকে প্রতিষ্ঠিত হয়েছিল?  ,"

১৮৫০ এবং ১৮৬০ এর দশকে",১৮৫০ এবং ১৮৬০ এর দশকে ,1.0,1,0.9999998211860657,1.0
"কোন বছর মেলবোর্ন ক্রিকেট ক্লাব তার বিখ্যাত মাঠ, এমসিজির দখলটি সুরক্ষিত করেছিল?  ","

১৮৫৫ স",১৮৫০ এ,0.0,0,0.9661110639572144,0.9211200475692749
"ইয়ারার রোয়িং ক্লাবগুলি এবং ""রেজিটাস"" প্রায় বছরই কী জনপ্রিয় হয়েছিল?  ","

১৮৫৯ স",১৮৫০ এ,0.0,0,0.956373929977417,0.9138213992118835
মেলবোর্ন কাপটি প্রথম কোন সালে পরিচালিত হয়েছিল?  ,"

১৮৬১ স",১৮৫০ এ,0.0,0,0.9491133689880371,0.9102232456207275
